position,layer,regime,fold,n_train,n_test,accuracy,roc_auc
audio,5,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,5,speaker,actor_10_statement_None,184,8,0.875,1.0
audio,5,speaker,actor_11_statement_None,184,8,0.75,0.875
audio,5,speaker,actor_12_statement_None,184,8,0.875,1.0
audio,5,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,5,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,5,speaker,actor_15_statement_None,184,8,0.875,0.9375
audio,5,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,5,speaker,actor_17_statement_None,184,8,0.75,1.0
audio,5,speaker,actor_18_statement_None,184,8,1.0,1.0
audio,5,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,5,speaker,actor_20_statement_None,184,8,0.875,1.0
audio,5,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,5,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,5,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,5,speaker,actor_24_statement_None,184,8,1.0,1.0
audio,5,statement,actor_None_statement_01,96,96,0.8958333333333334,0.9722222222222222
audio,5,statement,actor_None_statement_02,96,96,0.8229166666666666,0.9622395833333334
audio,5,joint,actor_01_statement_01,92,4,1.0,1.0
audio,5,joint,actor_01_statement_02,92,4,0.5,1.0
audio,5,joint,actor_02_statement_01,92,4,0.75,1.0
audio,5,joint,actor_02_statement_02,92,4,1.0,1.0
audio,5,joint,actor_03_statement_01,92,4,1.0,1.0
audio,5,joint,actor_03_statement_02,92,4,1.0,1.0
audio,5,joint,actor_04_statement_01,92,4,0.75,0.75
audio,5,joint,actor_04_statement_02,92,4,0.5,1.0
audio,5,joint,actor_05_statement_01,92,4,0.75,0.5
audio,5,joint,actor_05_statement_02,92,4,0.75,1.0
audio,5,joint,actor_06_statement_01,92,4,1.0,1.0
audio,5,joint,actor_06_statement_02,92,4,1.0,1.0
audio,5,joint,actor_07_statement_01,92,4,1.0,1.0
audio,5,joint,actor_07_statement_02,92,4,1.0,1.0
audio,5,joint,actor_08_statement_01,92,4,0.75,1.0
audio,5,joint,actor_08_statement_02,92,4,0.75,1.0
audio,5,joint,actor_09_statement_01,92,4,0.75,1.0
audio,5,joint,actor_09_statement_02,92,4,0.5,1.0
audio,5,joint,actor_10_statement_01,92,4,1.0,1.0
audio,5,joint,actor_10_statement_02,92,4,1.0,1.0
audio,5,joint,actor_11_statement_01,92,4,0.75,1.0
audio,5,joint,actor_11_statement_02,92,4,0.75,0.75
audio,5,joint,actor_12_statement_01,92,4,0.75,0.75
audio,5,joint,actor_12_statement_02,92,4,1.0,1.0
audio,5,joint,actor_13_statement_01,92,4,1.0,1.0
audio,5,joint,actor_13_statement_02,92,4,0.75,1.0
audio,5,joint,actor_14_statement_01,92,4,1.0,1.0
audio,5,joint,actor_14_statement_02,92,4,1.0,1.0
audio,5,joint,actor_15_statement_01,92,4,1.0,1.0
audio,5,joint,actor_15_statement_02,92,4,0.5,1.0
audio,5,joint,actor_16_statement_01,92,4,0.75,0.75
audio,5,joint,actor_16_statement_02,92,4,1.0,1.0
audio,5,joint,actor_17_statement_01,92,4,0.75,0.75
audio,5,joint,actor_17_statement_02,92,4,1.0,1.0
audio,5,joint,actor_18_statement_01,92,4,1.0,1.0
audio,5,joint,actor_18_statement_02,92,4,1.0,1.0
audio,5,joint,actor_19_statement_01,92,4,1.0,1.0
audio,5,joint,actor_19_statement_02,92,4,1.0,1.0
audio,5,joint,actor_20_statement_01,92,4,1.0,1.0
audio,5,joint,actor_20_statement_02,92,4,0.5,1.0
audio,5,joint,actor_21_statement_01,92,4,1.0,1.0
audio,5,joint,actor_21_statement_02,92,4,1.0,1.0
audio,5,joint,actor_22_statement_01,92,4,0.5,1.0
audio,5,joint,actor_22_statement_02,92,4,0.75,1.0
audio,5,joint,actor_23_statement_01,92,4,1.0,1.0
audio,5,joint,actor_23_statement_02,92,4,1.0,1.0
audio,5,joint,actor_24_statement_01,92,4,0.5,1.0
audio,5,joint,actor_24_statement_02,92,4,0.5,1.0
audio,6,speaker,actor_01_statement_None,184,8,0.75,0.9375
audio,6,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_04_statement_None,184,8,0.625,0.75
audio,6,speaker,actor_05_statement_None,184,8,0.875,0.9375
audio,6,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_07_statement_None,184,8,0.875,1.0
audio,6,speaker,actor_08_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,6,speaker,actor_10_statement_None,184,8,0.75,1.0
audio,6,speaker,actor_11_statement_None,184,8,0.875,0.9375
audio,6,speaker,actor_12_statement_None,184,8,0.875,1.0
audio,6,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,6,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_15_statement_None,184,8,0.625,0.875
audio,6,speaker,actor_16_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_17_statement_None,184,8,0.75,1.0
audio,6,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,6,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_20_statement_None,184,8,0.875,1.0
audio,6,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,6,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,6,speaker,actor_24_statement_None,184,8,0.875,1.0
audio,6,statement,actor_None_statement_01,96,96,0.90625,0.9769965277777778
audio,6,statement,actor_None_statement_02,96,96,0.8125,0.9605034722222222
audio,6,joint,actor_01_statement_01,92,4,1.0,1.0
audio,6,joint,actor_01_statement_02,92,4,0.5,1.0
audio,6,joint,actor_02_statement_01,92,4,0.75,1.0
audio,6,joint,actor_02_statement_02,92,4,1.0,1.0
audio,6,joint,actor_03_statement_01,92,4,1.0,1.0
audio,6,joint,actor_03_statement_02,92,4,1.0,1.0
audio,6,joint,actor_04_statement_01,92,4,0.75,0.75
audio,6,joint,actor_04_statement_02,92,4,0.75,1.0
audio,6,joint,actor_05_statement_01,92,4,0.75,0.5
audio,6,joint,actor_05_statement_02,92,4,0.75,1.0
audio,6,joint,actor_06_statement_01,92,4,1.0,1.0
audio,6,joint,actor_06_statement_02,92,4,1.0,1.0
audio,6,joint,actor_07_statement_01,92,4,1.0,1.0
audio,6,joint,actor_07_statement_02,92,4,0.75,1.0
audio,6,joint,actor_08_statement_01,92,4,0.75,1.0
audio,6,joint,actor_08_statement_02,92,4,0.75,1.0
audio,6,joint,actor_09_statement_01,92,4,0.75,1.0
audio,6,joint,actor_09_statement_02,92,4,0.5,1.0
audio,6,joint,actor_10_statement_01,92,4,1.0,1.0
audio,6,joint,actor_10_statement_02,92,4,1.0,1.0
audio,6,joint,actor_11_statement_01,92,4,0.75,1.0
audio,6,joint,actor_11_statement_02,92,4,0.5,0.75
audio,6,joint,actor_12_statement_01,92,4,0.75,1.0
audio,6,joint,actor_12_statement_02,92,4,1.0,1.0
audio,6,joint,actor_13_statement_01,92,4,1.0,1.0
audio,6,joint,actor_13_statement_02,92,4,0.75,1.0
audio,6,joint,actor_14_statement_01,92,4,1.0,1.0
audio,6,joint,actor_14_statement_02,92,4,1.0,1.0
audio,6,joint,actor_15_statement_01,92,4,1.0,1.0
audio,6,joint,actor_15_statement_02,92,4,0.5,1.0
audio,6,joint,actor_16_statement_01,92,4,0.75,0.75
audio,6,joint,actor_16_statement_02,92,4,1.0,1.0
audio,6,joint,actor_17_statement_01,92,4,0.75,1.0
audio,6,joint,actor_17_statement_02,92,4,1.0,1.0
audio,6,joint,actor_18_statement_01,92,4,1.0,1.0
audio,6,joint,actor_18_statement_02,92,4,1.0,1.0
audio,6,joint,actor_19_statement_01,92,4,1.0,1.0
audio,6,joint,actor_19_statement_02,92,4,1.0,1.0
audio,6,joint,actor_20_statement_01,92,4,1.0,1.0
audio,6,joint,actor_20_statement_02,92,4,0.5,1.0
audio,6,joint,actor_21_statement_01,92,4,1.0,1.0
audio,6,joint,actor_21_statement_02,92,4,1.0,1.0
audio,6,joint,actor_22_statement_01,92,4,0.5,1.0
audio,6,joint,actor_22_statement_02,92,4,0.75,1.0
audio,6,joint,actor_23_statement_01,92,4,1.0,1.0
audio,6,joint,actor_23_statement_02,92,4,1.0,1.0
audio,6,joint,actor_24_statement_01,92,4,0.5,1.0
audio,6,joint,actor_24_statement_02,92,4,0.75,1.0
audio,7,speaker,actor_01_statement_None,184,8,0.75,0.9375
audio,7,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_04_statement_None,184,8,0.625,0.75
audio,7,speaker,actor_05_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_07_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_08_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,7,speaker,actor_10_statement_None,184,8,0.875,0.9375
audio,7,speaker,actor_11_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_12_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_15_statement_None,184,8,0.75,0.9375
audio,7,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_17_statement_None,184,8,0.75,1.0
audio,7,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_20_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,7,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,7,speaker,actor_24_statement_None,184,8,0.875,1.0
audio,7,statement,actor_None_statement_01,96,96,0.8854166666666666,0.9709201388888888
audio,7,statement,actor_None_statement_02,96,96,0.7395833333333334,0.9587673611111112
audio,7,joint,actor_01_statement_01,92,4,1.0,1.0
audio,7,joint,actor_01_statement_02,92,4,0.5,1.0
audio,7,joint,actor_02_statement_01,92,4,0.75,1.0
audio,7,joint,actor_02_statement_02,92,4,0.75,1.0
audio,7,joint,actor_03_statement_01,92,4,1.0,1.0
audio,7,joint,actor_03_statement_02,92,4,0.5,1.0
audio,7,joint,actor_04_statement_01,92,4,0.5,0.75
audio,7,joint,actor_04_statement_02,92,4,0.75,1.0
audio,7,joint,actor_05_statement_01,92,4,0.75,0.75
audio,7,joint,actor_05_statement_02,92,4,0.75,1.0
audio,7,joint,actor_06_statement_01,92,4,1.0,1.0
audio,7,joint,actor_06_statement_02,92,4,1.0,1.0
audio,7,joint,actor_07_statement_01,92,4,1.0,1.0
audio,7,joint,actor_07_statement_02,92,4,1.0,1.0
audio,7,joint,actor_08_statement_01,92,4,0.75,1.0
audio,7,joint,actor_08_statement_02,92,4,0.5,1.0
audio,7,joint,actor_09_statement_01,92,4,0.75,1.0
audio,7,joint,actor_09_statement_02,92,4,0.5,1.0
audio,7,joint,actor_10_statement_01,92,4,1.0,1.0
audio,7,joint,actor_10_statement_02,92,4,0.75,1.0
audio,7,joint,actor_11_statement_01,92,4,0.75,1.0
audio,7,joint,actor_11_statement_02,92,4,0.75,0.75
audio,7,joint,actor_12_statement_01,92,4,0.75,1.0
audio,7,joint,actor_12_statement_02,92,4,1.0,1.0
audio,7,joint,actor_13_statement_01,92,4,1.0,1.0
audio,7,joint,actor_13_statement_02,92,4,0.75,1.0
audio,7,joint,actor_14_statement_01,92,4,1.0,1.0
audio,7,joint,actor_14_statement_02,92,4,1.0,1.0
audio,7,joint,actor_15_statement_01,92,4,1.0,1.0
audio,7,joint,actor_15_statement_02,92,4,0.5,1.0
audio,7,joint,actor_16_statement_01,92,4,0.5,0.75
audio,7,joint,actor_16_statement_02,92,4,1.0,1.0
audio,7,joint,actor_17_statement_01,92,4,0.75,0.75
audio,7,joint,actor_17_statement_02,92,4,0.75,1.0
audio,7,joint,actor_18_statement_01,92,4,0.75,1.0
audio,7,joint,actor_18_statement_02,92,4,1.0,1.0
audio,7,joint,actor_19_statement_01,92,4,1.0,1.0
audio,7,joint,actor_19_statement_02,92,4,0.75,1.0
audio,7,joint,actor_20_statement_01,92,4,1.0,1.0
audio,7,joint,actor_20_statement_02,92,4,0.5,1.0
audio,7,joint,actor_21_statement_01,92,4,1.0,1.0
audio,7,joint,actor_21_statement_02,92,4,1.0,1.0
audio,7,joint,actor_22_statement_01,92,4,0.75,1.0
audio,7,joint,actor_22_statement_02,92,4,0.5,1.0
audio,7,joint,actor_23_statement_01,92,4,1.0,1.0
audio,7,joint,actor_23_statement_02,92,4,0.75,1.0
audio,7,joint,actor_24_statement_01,92,4,0.5,1.0
audio,7,joint,actor_24_statement_02,92,4,0.5,1.0
audio,8,speaker,actor_01_statement_None,184,8,0.75,0.875
audio,8,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_04_statement_None,184,8,0.625,0.75
audio,8,speaker,actor_05_statement_None,184,8,0.875,1.0
audio,8,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_07_statement_None,184,8,0.875,1.0
audio,8,speaker,actor_08_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,8,speaker,actor_10_statement_None,184,8,0.875,0.8125
audio,8,speaker,actor_11_statement_None,184,8,0.875,1.0
audio,8,speaker,actor_12_statement_None,184,8,0.875,0.9375
audio,8,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,8,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_15_statement_None,184,8,0.875,0.9375
audio,8,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,8,speaker,actor_17_statement_None,184,8,0.625,1.0
audio,8,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,8,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,8,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,8,speaker,actor_24_statement_None,184,8,0.625,0.9375
audio,8,statement,actor_None_statement_01,96,96,0.8645833333333334,0.9631076388888888
audio,8,statement,actor_None_statement_02,96,96,0.5625,0.9548611111111112
audio,8,joint,actor_01_statement_01,92,4,0.5,1.0
audio,8,joint,actor_01_statement_02,92,4,0.5,1.0
audio,8,joint,actor_02_statement_01,92,4,0.75,1.0
audio,8,joint,actor_02_statement_02,92,4,0.5,1.0
audio,8,joint,actor_03_statement_01,92,4,1.0,1.0
audio,8,joint,actor_03_statement_02,92,4,0.5,1.0
audio,8,joint,actor_04_statement_01,92,4,0.75,0.75
audio,8,joint,actor_04_statement_02,92,4,0.75,1.0
audio,8,joint,actor_05_statement_01,92,4,0.75,0.5
audio,8,joint,actor_05_statement_02,92,4,0.5,1.0
audio,8,joint,actor_06_statement_01,92,4,1.0,1.0
audio,8,joint,actor_06_statement_02,92,4,0.5,1.0
audio,8,joint,actor_07_statement_01,92,4,1.0,1.0
audio,8,joint,actor_07_statement_02,92,4,0.5,1.0
audio,8,joint,actor_08_statement_01,92,4,0.75,1.0
audio,8,joint,actor_08_statement_02,92,4,0.5,1.0
audio,8,joint,actor_09_statement_01,92,4,0.75,1.0
audio,8,joint,actor_09_statement_02,92,4,0.5,1.0
audio,8,joint,actor_10_statement_01,92,4,1.0,1.0
audio,8,joint,actor_10_statement_02,92,4,0.5,0.75
audio,8,joint,actor_11_statement_01,92,4,0.75,1.0
audio,8,joint,actor_11_statement_02,92,4,0.5,0.75
audio,8,joint,actor_12_statement_01,92,4,1.0,1.0
audio,8,joint,actor_12_statement_02,92,4,0.5,1.0
audio,8,joint,actor_13_statement_01,92,4,1.0,1.0
audio,8,joint,actor_13_statement_02,92,4,1.0,1.0
audio,8,joint,actor_14_statement_01,92,4,1.0,1.0
audio,8,joint,actor_14_statement_02,92,4,1.0,1.0
audio,8,joint,actor_15_statement_01,92,4,1.0,1.0
audio,8,joint,actor_15_statement_02,92,4,0.5,1.0
audio,8,joint,actor_16_statement_01,92,4,0.75,0.75
audio,8,joint,actor_16_statement_02,92,4,0.75,1.0
audio,8,joint,actor_17_statement_01,92,4,0.75,0.75
audio,8,joint,actor_17_statement_02,92,4,0.75,1.0
audio,8,joint,actor_18_statement_01,92,4,0.75,1.0
audio,8,joint,actor_18_statement_02,92,4,0.75,1.0
audio,8,joint,actor_19_statement_01,92,4,1.0,1.0
audio,8,joint,actor_19_statement_02,92,4,0.5,1.0
audio,8,joint,actor_20_statement_01,92,4,1.0,1.0
audio,8,joint,actor_20_statement_02,92,4,0.5,1.0
audio,8,joint,actor_21_statement_01,92,4,1.0,1.0
audio,8,joint,actor_21_statement_02,92,4,0.5,1.0
audio,8,joint,actor_22_statement_01,92,4,1.0,1.0
audio,8,joint,actor_22_statement_02,92,4,0.5,1.0
audio,8,joint,actor_23_statement_01,92,4,1.0,1.0
audio,8,joint,actor_23_statement_02,92,4,0.5,1.0
audio,8,joint,actor_24_statement_01,92,4,0.5,1.0
audio,8,joint,actor_24_statement_02,92,4,0.5,1.0
audio,9,speaker,actor_01_statement_None,184,8,0.75,0.875
audio,9,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_04_statement_None,184,8,0.625,0.8125
audio,9,speaker,actor_05_statement_None,184,8,0.875,1.0
audio,9,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_07_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_08_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,9,speaker,actor_10_statement_None,184,8,0.875,0.9375
audio,9,speaker,actor_11_statement_None,184,8,0.875,1.0
audio,9,speaker,actor_12_statement_None,184,8,0.875,0.9375
audio,9,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,9,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_15_statement_None,184,8,0.875,0.9375
audio,9,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,9,speaker,actor_17_statement_None,184,8,0.625,1.0
audio,9,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,9,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,9,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,9,speaker,actor_24_statement_None,184,8,0.75,1.0
audio,9,statement,actor_None_statement_01,96,96,0.8645833333333334,0.9652777777777778
audio,9,statement,actor_None_statement_02,96,96,0.59375,0.9578993055555556
audio,9,joint,actor_01_statement_01,92,4,0.75,1.0
audio,9,joint,actor_01_statement_02,92,4,0.5,1.0
audio,9,joint,actor_02_statement_01,92,4,0.75,1.0
audio,9,joint,actor_02_statement_02,92,4,0.5,1.0
audio,9,joint,actor_03_statement_01,92,4,1.0,1.0
audio,9,joint,actor_03_statement_02,92,4,0.5,1.0
audio,9,joint,actor_04_statement_01,92,4,0.75,0.75
audio,9,joint,actor_04_statement_02,92,4,0.75,1.0
audio,9,joint,actor_05_statement_01,92,4,0.75,0.5
audio,9,joint,actor_05_statement_02,92,4,0.5,1.0
audio,9,joint,actor_06_statement_01,92,4,1.0,1.0
audio,9,joint,actor_06_statement_02,92,4,0.75,1.0
audio,9,joint,actor_07_statement_01,92,4,1.0,1.0
audio,9,joint,actor_07_statement_02,92,4,0.5,1.0
audio,9,joint,actor_08_statement_01,92,4,0.75,1.0
audio,9,joint,actor_08_statement_02,92,4,0.5,1.0
audio,9,joint,actor_09_statement_01,92,4,0.75,1.0
audio,9,joint,actor_09_statement_02,92,4,0.5,1.0
audio,9,joint,actor_10_statement_01,92,4,1.0,1.0
audio,9,joint,actor_10_statement_02,92,4,0.5,1.0
audio,9,joint,actor_11_statement_01,92,4,0.75,1.0
audio,9,joint,actor_11_statement_02,92,4,0.5,0.75
audio,9,joint,actor_12_statement_01,92,4,0.75,1.0
audio,9,joint,actor_12_statement_02,92,4,0.5,1.0
audio,9,joint,actor_13_statement_01,92,4,1.0,1.0
audio,9,joint,actor_13_statement_02,92,4,1.0,1.0
audio,9,joint,actor_14_statement_01,92,4,1.0,1.0
audio,9,joint,actor_14_statement_02,92,4,1.0,1.0
audio,9,joint,actor_15_statement_01,92,4,1.0,1.0
audio,9,joint,actor_15_statement_02,92,4,0.5,1.0
audio,9,joint,actor_16_statement_01,92,4,0.75,0.75
audio,9,joint,actor_16_statement_02,92,4,0.5,1.0
audio,9,joint,actor_17_statement_01,92,4,0.75,0.75
audio,9,joint,actor_17_statement_02,92,4,0.75,1.0
audio,9,joint,actor_18_statement_01,92,4,0.75,1.0
audio,9,joint,actor_18_statement_02,92,4,0.75,1.0
audio,9,joint,actor_19_statement_01,92,4,1.0,1.0
audio,9,joint,actor_19_statement_02,92,4,0.5,1.0
audio,9,joint,actor_20_statement_01,92,4,1.0,1.0
audio,9,joint,actor_20_statement_02,92,4,0.5,1.0
audio,9,joint,actor_21_statement_01,92,4,1.0,1.0
audio,9,joint,actor_21_statement_02,92,4,0.75,1.0
audio,9,joint,actor_22_statement_01,92,4,1.0,1.0
audio,9,joint,actor_22_statement_02,92,4,0.5,1.0
audio,9,joint,actor_23_statement_01,92,4,1.0,1.0
audio,9,joint,actor_23_statement_02,92,4,0.5,1.0
audio,9,joint,actor_24_statement_01,92,4,0.5,1.0
audio,9,joint,actor_24_statement_02,92,4,0.5,1.0
audio,10,speaker,actor_01_statement_None,184,8,0.75,1.0
audio,10,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_04_statement_None,184,8,0.625,0.75
audio,10,speaker,actor_05_statement_None,184,8,0.875,0.875
audio,10,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_07_statement_None,184,8,0.875,1.0
audio,10,speaker,actor_08_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,10,speaker,actor_10_statement_None,184,8,0.75,0.875
audio,10,speaker,actor_11_statement_None,184,8,0.875,1.0
audio,10,speaker,actor_12_statement_None,184,8,0.875,0.9375
audio,10,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,10,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_15_statement_None,184,8,0.875,1.0
audio,10,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,10,speaker,actor_17_statement_None,184,8,0.625,1.0
audio,10,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,10,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,10,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,10,speaker,actor_24_statement_None,184,8,0.625,1.0
audio,10,statement,actor_None_statement_01,96,96,0.8958333333333334,0.9639756944444444
audio,10,statement,actor_None_statement_02,96,96,0.5104166666666666,0.9470486111111112
audio,10,joint,actor_01_statement_01,92,4,1.0,1.0
audio,10,joint,actor_01_statement_02,92,4,0.5,1.0
audio,10,joint,actor_02_statement_01,92,4,0.75,1.0
audio,10,joint,actor_02_statement_02,92,4,0.5,1.0
audio,10,joint,actor_03_statement_01,92,4,1.0,1.0
audio,10,joint,actor_03_statement_02,92,4,0.5,1.0
audio,10,joint,actor_04_statement_01,92,4,0.5,0.75
audio,10,joint,actor_04_statement_02,92,4,0.5,1.0
audio,10,joint,actor_05_statement_01,92,4,0.75,0.75
audio,10,joint,actor_05_statement_02,92,4,0.5,1.0
